epoch,train_loss,train_acc1,test_loss,test_acc1,lr,epoch_time_s
50,0.9266412009031345,81.39823717948718,1.0159712135314942,77.68,0.07805935442447663,59.89555859565735
51,0.9233768747403072,81.49038461538461,0.9795139317512512,79.13,0.07715619504451753,59.55013155937195
52,0.9298983078736526,81.34014423076923,0.9947711730957032,78.04,0.07624029219150544,59.522650957107544
53,0.9243834561262375,81.54246794871794,0.8791415742874146,83.25,0.07531206905841828,58.2452027797699
54,0.9190985823288942,81.72475961538461,0.9464347697257995,80.87,0.07437196373939514,57.788453102111816
55,0.9182377885549496,81.63661858974359,0.9750827447891235,79.27,0.07342042028903961,57.35348153114319
56,0.9163460668845055,81.90905448717949,1.0094180786132811,77.92,0.07245788723230362,57.31141138076782
57,0.9168511679539314,81.7608173076923,1.0000920162200928,78.6,0.07148480713367462,57.31325125694275
58,0.9151596089204153,81.89102564102564,0.9886889295578003,78.8,0.07050164192914964,57.12845182418823
59,0.9101129194100698,82.18349358974359,0.9695481400489807,78.64,0.06950885355472565,56.746338844299316
60,0.9044128902447529,82.28565705128206,0.9097498713493347,81.72,0.06850690841674804,56.35108757019043
61,0.9029978989026486,82.3838141025641,0.9791599897384644,79.17,0.06749627441167831,56.845237731933594
62,0.9024970311384934,82.49599358974359,0.901967004776001,82.54,0.06647742837667465,56.958494424819946
63,0.9071605375179878,82.16947115384616,1.0189798263549805,77.18,0.06545084863901139,57.30966544151306
64,0.9014301289350558,82.49198717948718,0.9046830513000488,82.68,0.06441701501607895,56.83865308761597
65,0.895295896132787,82.73036858974359,0.92349937915802,81.31,0.06337641924619675,56.73088335990906
66,0.8967246908407945,82.69030448717949,0.8743572340011597,83.46,0.062329540401697164,56.465399980545044
67,0.897811121512682,82.60616987179488,0.8914611627578736,83.15,0.06127687320113182,56.98045635223389
68,0.8941781397049243,82.81850961538461,0.9414326647758484,80.48,0.06021891236305237,57.05936884880066
69,0.8867180443727053,83.19711538461539,0.9117210855484009,82.09,0.05915615484118462,56.053715229034424
70,0.8861506364284417,83.23517628205128,0.8862342762947083,82.95,0.05808909982442856,55.92192101478577
71,0.8885566421044179,83.02083333333333,0.8994908163070678,82.63,0.05701824724674225,56.03704285621643
72,0.880879841095362,83.39142628205128,0.9451968818664551,80.75,0.055944100394845014,56.20680260658264
73,0.8790881335735321,83.53966346153847,0.9845427703857422,78.65,0.05486716330051422,56.7687406539917
74,0.871324110031128,83.97636217948718,0.8554379505157471,84.54,0.05378794744610787,56.784252643585205
75,0.8706518434561216,83.96434294871794,0.8817390321731567,83.23,0.05270694792270661,56.459054946899414
76,0.866040223531234,84.21875,0.8836330858230591,83.39,0.05162467751652003,56.277883768081665
77,0.8675647116624392,83.87419871794872,0.9223389252662658,81.73,0.05054164445027709,55.99225854873657
78,0.8654500965888684,84.11258012820512,0.9079869578361511,82.41,0.04945835717953742,56.692946434020996
79,0.8599912180350378,84.2588141025641,0.8998650852203369,82.8,0.048375324159860615,55.91186022758484
80,0.8539558179867573,84.6474358974359,0.893612311553955,83.05,0.047293053753674034,55.464576721191406
81,0.8564761447600829,84.70152243589743,0.8757689840316772,83.43,0.04621205404400826,55.61016488075256
82,0.8496441075435052,84.81570512820512,0.8427278150558472,84.79,0.04513283222913742,56.00609302520752
83,0.8438644086703276,85.01201923076923,0.8150532007217407,86.03,0.044055895507335664,56.01186513900757
84,0.8412543133283272,85.34455128205128,0.8405662996292115,85.14,0.042981754243373874,55.79739236831665
85,0.8417466606849279,85.2744391025641,0.8647398337364197,83.72,0.04191090166568756,55.71062350273132
86,0.8341789270058656,85.41466346153847,0.9226512046813965,81.63,0.04084384664893151,55.69110441207886
87,0.8368798000690264,85.40264423076923,0.8966440205574036,82.6,0.039781089127063754,55.59343671798706
88,0.8313346202556904,85.60296474358974,0.8456979246139527,84.84,0.038723128288984304,55.59700393676758
89,0.8257655981259469,85.82532051282051,0.84739485206604,85.09,0.03767046108841896,56.20131731033325
90,0.8180287306125348,86.23597756410257,0.90383655834198,82.45,0.03662358224391937,58.140204191207886
91,0.8181517682014368,86.25600961538461,0.816000866317749,86.41,0.03558298051357269,57.981576919555664
92,0.8115873047938713,86.34615384615384,0.8451988061904907,85.08,0.03454914838075638,56.2876992225647
93,0.8121928185988695,86.30608974358974,0.8199279821395874,85.85,0.03352257311344147,55.99707508087158
94,0.8090500211104369,86.54647435897436,0.7912345701217651,87.45,0.03250372707843781,55.459372997283936
95,0.8021199729198064,86.85496794871794,0.793079640007019,87.23,0.031493093073368075,55.588513135910034
96,0.8008296645604647,86.86298076923077,0.7950336139678955,87.18,0.030491147935390473,55.687052488327026
97,0.7962083266331599,87.21955128205128,0.8169528245925903,86.23,0.029498359560966494,55.96330428123474
98,0.7905716194556309,87.51802884615384,0.8753486902236939,83.73,0.028515198826789857,55.50922155380249
99,0.787105224835567,87.45192307692308,0.8568295084953308,84.73,0.0275421142578125,55.704885721206665
100,0.7845996009997832,87.56209935897436,0.7855360586166382,87.56,0.026579581201076508,55.61460041999817
101,0.7745147164051349,88.11298076923077,0.8012123423576355,86.92,0.0256280317902565,55.61411237716675
102,0.7744433915003752,87.99479166666667,0.8191845045089722,86.11,0.024687933921813968,55.4698851108551
103,0.7677413874711746,88.43149038461539,0.7576924540519714,88.74,0.02375970482826233,55.9055962562561
104,0.7657164902259141,88.45953525641026,0.7944234828948975,87.4,0.022843804955482484,56.077635288238525
105,0.7575709744905814,88.72996794871794,0.7617549892425537,88.46,0.02194064259529114,55.598673582077026
106,0.7530841847260793,89.0985576923077,0.7695322952270508,88.07,0.02105066180229187,55.719956398010254
107,0.7474976094869467,89.29086538461539,0.7583172645568848,88.43,0.020174267888069156,55.36804270744324
108,0.7462851395973793,89.34895833333333,0.78625033493042,87.67,0.01931186616420746,55.57887625694275
109,0.7415187352742905,89.58533653846153,0.7626830751419067,88.52,0.018463876843452454,55.83058476448059
110,0.7385266386545621,89.67748397435898,0.7750733554840088,87.96,0.01763068437576294,55.54206609725952
111,0.7307605925278786,90.01201923076923,0.7498610330581665,88.98,0.01681269407272339,55.921305656433105
112,0.7244062429819351,90.36658653846153,0.7662380315780639,88.09,0.01601027250289917,55.55137014389038
113,0.7215213466913272,90.48878205128206,0.7394979125976563,89.44,0.01522381603717804,55.58371877670288
114,0.714018188837247,90.79727564102564,0.7423007413864136,89.49,0.014453673362731935,55.54265117645264
115,0.7096536975640517,91.02964743589743,0.7286608864784241,90.09,0.013700225949287416,55.525742053985596
116,0.7059842591102307,91.11778846153847,0.7362426927566529,89.57,0.012963816523551941,55.37639021873474
117,0.6991752421244597,91.41225961538461,0.7263198642730713,89.78,0.012244784832000734,55.70143914222717
118,0.6907812159795027,91.9170673076923,0.7343082816123963,89.85,0.011543482542037964,57.06455755233765
119,0.6852476712984916,91.98717948717949,0.7254961057662964,90.36,0.010860225558280945,59.671127796173096
120,0.6819514224162468,92.1494391025641,0.7091203229904175,90.96,0.010195347666740419,55.943480014801025
121,0.6751731913823348,92.52804487179488,0.7190832585334778,90.6,0.009549149870872499,56.09491777420044
122,0.6686323401255485,92.8525641025641,0.7084848550796509,91.2,0.008921942114830017,55.56617975234985
123,0.6643271466096242,92.97475961538461,0.7141700532913208,90.79,0.008314013481140137,55.59810280799866
124,0.6584213599180564,93.21314102564102,0.7219472497940064,90.48,0.007725656032562256,55.84684658050537
125,0.6546434488051976,93.40945512820512,0.6906901603698731,91.65,0.007157143950462342,55.190776109695435
126,0.645319041227683,93.79407051282051,0.7018589294433594,91.43,0.006608736515045167,55.38356280326843
127,0.6397262110159947,94.09254807692308,0.6932787508010865,91.81,0.006080701947212219,55.461031436920166
128,0.634815578124462,94.2588141025641,0.6907140914916993,91.77,0.005573278665542603,55.48185610771179
129,0.6279332889960363,94.60136217948718,0.6808445148468018,92.37,0.005086714029312134,56.99999642372131
130,0.6220972537994385,94.93990384615384,0.6790528551101684,92.25,0.004621228575706482,56.057971715927124
131,0.617246137215541,95.12419871794872,0.6756945364952087,92.48,0.0041770458221435545,56.0881187915802
132,0.6145266250157968,95.26241987179488,0.6810311500549316,92.29,0.0037543714046478272,56.033899545669556
133,0.6090612082909315,95.49679487179488,0.6683873769760131,92.77,0.003353407979011536,56.034502267837524
134,0.6023469062951895,95.8193108974359,0.6721699019432068,92.74,0.0029743373394012455,56.0234751701355
135,0.5952280918757121,96.15785256410257,0.6676529572486878,93.07,0.0026173412799835208,55.8417022228241
136,0.593230219070728,96.22195512820512,0.6643068419456482,93.05,0.0022825896739959717,56.56734275817871
137,0.590162248030687,96.2920673076923,0.6603880217552185,92.99,0.001970231533050537,58.478204011917114
138,0.5845242135035686,96.6025641025641,0.662555926322937,93.17,0.001680421829223633,56.11733603477478
139,0.5803382500624046,96.86698717948718,0.658918598651886,93.33,0.0014132916927337648,56.11970853805542
140,0.5764116241381718,97.04927884615384,0.6640137371063233,92.93,0.0011689722537994386,55.80847764015198
141,0.5731608937948178,97.16346153846153,0.6606960916519165,93.22,0.00094757080078125,55.83657789230347
142,0.5709430086307037,97.19751602564102,0.6548758514404297,93.41,0.0007491976022720337,55.78195071220398
143,0.5688591793561593,97.34375,0.655831017112732,93.4,0.0005739420652389526,56.022767066955566
144,0.5674356306210543,97.33774038461539,0.6557072860717773,93.28,0.0004218846559524536,55.87169623374939
145,0.5659196890317477,97.43589743589743,0.6552064300537109,93.52,0.00029310286045074467,56.490185022354126
146,0.5637371665392167,97.60216346153847,0.6558084502220154,93.48,0.00018765032291412354,56.91350603103638
147,0.562506845822701,97.65224358974359,0.6547133779525757,93.52,0.00010558366775512696,57.556429862976074
148,0.5642276065471845,97.51402243589743,0.6556769325256347,93.45,4.693567752838135e-05,57.9919638633728
149,0.5628898026087346,97.6201923076923,0.6553791779518128,93.36,1.1736154556274414e-05,57.48564863204956
150,0.5616307764481275,97.65625,0.6551827964782715,93.37,0.0,57.58636927604675
